item_id,category,price,avg_buy_time_s,matches,players,phase
7409189,Spirit,1600,1248.8801907411087,5033,2441,late
26002154,Weapon,1600,744.9428571428572,35,31,mid
84321454,Spirit,1600,516.4927934395449,72434,21793,early
98582110,Weapon,1600,565.6575342465753,73,41,early
112198670,Vitality,1600,803.0882074578838,5283,2676,mid
334300056,Vitality,3200,1356.490106544901,657,313,late
339443430,Weapon,6400,1990.0718806509947,4424,2834,late
343572757,Spirit,6400,1985.5546875,128,83,late
365620721,Weapon,6400,1554.0031890660591,2195,1156,late
380806748,Spirit,1600,927.620760837511,3391,1587,mid
381961617,Weapon,1600,588.442459635864,2911,1340,early
393974127,Weapon,1600,700.2057402396598,62088,19444,mid
395867183,Weapon,1600,714.1754385964912,57,34,mid
395944548,Spirit,3200,1211.79754601227,163,94,late
465043967,Spirit,800,680.625,32,28,mid
493591231,Spirit,6400,1732.84,2400,1358,late
499683006,Vitality,1600,972.3770911724698,56607,18729,mid
600033864,Vitality,3200,1105.3260869565217,1058,575,mid
619484391,Spirit,3200,1467.3614457831325,166,131,late
630839635,Spirit,6400,1481.054479418886,1652,932,late
668299740,Weapon,800,630.7058494262525,3573,1617,mid
673001892,Weapon,6400,2157.640214797136,1676,1164,late
677738769,Spirit,6400,2048.8705035971225,278,188,late
690458959,Weapon,3200,1459.888888888889,36,30,late
709540378,Weapon,3200,639.0406566347469,18275,7321,mid
710436191,Weapon,6400,1585.4444444444443,81,55,late
754480263,Spirit,800,587.2119673617407,11030,4749,early
805079544,Vitality,1600,783.2881873727088,1964,1076,mid
811521119,Weapon,3200,1325.6201550387598,129,91,late
857669956,Vitality,1600,1327.8791208791208,182,146,late
865846625,Vitality,6400,1778.8500692520777,2888,1498,late
865958998,Vitality,3200,938.9248210023866,838,539,mid
876563814,Vitality,1600,1461.8609195402298,2610,1287,late
915014646,Spirit,6400,1871.1777032690695,1193,712,late
951866250,Vitality,6400,1925.527030933796,3459,2370,late
968099481,Spirit,800,1057.6757147389571,28367,12092,mid
989206714,Weapon,3200,1629.9604015001103,9066,4724,late
1009965641,Weapon,800,261.5812956310117,51774,17989,early
1047818222,Vitality,1600,1740.827612221803,2651,1895,late
1055679805,Vitality,6400,1668.4643443174177,37175,14434,late
1102081447,Spirit,1600,1230.1657243816255,2830,1445,late
1113837674,Weapon,6400,2011.9677977839335,2888,1819,late
1144549437,Weapon,1600,1055.2735042735044,117,79,mid
1150006784,Spirit,1600,763.1123007968127,4016,1873,mid
1152158042,Spirit,6400,1975.0975,400,324,late
1193964439,Spirit,3200,1376.2614641995174,7458,3368,late
1219329868,Spirit,1600,1391.7051282051282,78,50,late
1235347618,Vitality,1600,659.3556472795498,53300,17815,mid
1250307611,Vitality,6400,2004.1425173234047,9669,5683,late
1254091416,Spirit,3200,1300.2519832011199,2143,1367,late
1282141666,Vitality,6400,1950.753519804768,5327,3012,late
1292979587,Spirit,3200,1223.8643604915794,43940,15954,late
1342610602,Weapon,800,551.3392733564013,5780,2289,early
1371725689,Vitality,6400,1758.8926829268294,205,134,late
1378931225,Vitality,3200,1601.3087912087913,4550,3196,late
1396247347,Weapon,6400,1931.844322933419,3109,1729,late
1409190604,Vitality,3200,1460.9557522123894,113,93,late
1414025773,Vitality,3200,1504.691904047976,4002,2781,late
1414319208,Weapon,3200,1413.5278664881014,29121,11566,late
1427630806,Vitality,6400,1731.24882629108,213,100,late
1437614329,Vitality,800,501.4186046511628,43,38,early
1439347412,Spirit,800,776.7457142857143,350,141,mid
1548066885,Weapon,800,501.380298013245,6040,2170,early
1644605047,Vitality,1600,1190.8979374867106,4703,2960,mid
1662311306,Vitality,6400,1859.4254143646408,181,152,late
1672893796,Vitality,800,457.14372246696036,7264,3648,early
1710079648,Vitality,800,267.2669799231098,4682,2848,early
1770441818,Weapon,1600,1392.2535302710598,6161,3025,late
1797283378,Vitality,6400,1803.44,225,127,late
1798666702,Weapon,3200,1293.5641025641025,117,59,late
1804594021,Vitality,3200,1493.8048780487804,41,33,late
1813726886,Spirit,1600,716.1487100202918,10349,5145,mid
1925087134,Spirit,1600,1009.0842572062085,451,255,mid
1932939246,Weapon,3200,1354.5302013422818,149,99,late
1955841979,Vitality,6400,2075.882516510254,2877,2085,late
1976391348,Spirit,1600,702.5384615384615,65,43,mid
1998374645,Spirit,800,389.47769667477695,2466,1232,early
2010028405,Weapon,800,247.59495002630194,1901,836,early
2037039379,Vitality,6400,1986.5629921259842,2286,1518,late
2059712766,Vitality,1600,691.9662921348314,178,94,mid
2061878743,Spirit,3200,1443.805394990366,519,412,late
2064029594,Weapon,1600,279.7861774497033,69090,21157,early
2081037738,Spirit,1600,1336.5633136094675,845,397,late
2095565695,Weapon,3200,1178.4935430463577,6040,2264,mid
2108215830,Weapon,3200,1349.575851393189,646,335,late
2121044373,Spirit,3200,1482.751953125,512,312,late
2142980412,Spirit,6400,1761.2043010752689,93,54,late
2152872419,Weapon,3200,1124.982905982906,234,106,mid
2163598980,Vitality,3200,1565.3887661881338,19922,9058,late
2221211450,Weapon,6400,1640.653457032031,25007,10563,late
2226497419,Weapon,6400,1801.2769892473118,2325,1160,late
2356412290,Weapon,1600,781.4856725146199,6840,2354,mid
2407033488,Weapon,1600,619.21138996139,11396,4171,mid
2407781327,Vitality,6400,1603.3602026881333,27826,10964,late
2417568017,Spirit,6400,2085.927536231884,69,58,late
2447176615,Vitality,1600,887.9371388678461,67323,20941,mid
2462046703,Spirit,800,129.882949932341,1478,566,early
2463960640,Weapon,3200,1422.7167896678966,1084,675,late
2480592370,Weapon,6400,1806.8309392265194,905,483,late
2481177645,Weapon,3200,1238.821568627451,510,282,late
2519598785,Spirit,6400,1856.254971590909,4224,2269,late
2533252781,Spirit,6400,2161.643171806167,227,178,late
2566692615,Vitality,1600,1090.433287482806,727,344,mid
2603935618,Vitality,1600,1080.9088217880403,1689,943,mid
2617435668,Spirit,6400,1965.4078341013824,434,347,late
2678489038,Weapon,3200,1099.6866424714526,33891,12881,mid
2717651715,Spirit,3200,1531.0957817951157,6306,3177,late
2739107182,Weapon,3200,1245.4373446929358,2817,1362,late
2800629741,Spirit,6400,1552.0939597315437,149,113,late
2820116164,Vitality,6400,1717.9539641943734,1564,803,late
2829638276,Vitality,800,191.83699870633893,21644,8687,early
2922054143,Spirit,800,746.0868686868687,495,383,mid
2947183272,Spirit,3200,1203.8237791932058,471,183,late
2951612397,Spirit,1600,1230.4454545454546,4510,2354,late
2956256701,Vitality,3200,1458.409090909091,22,11,late
2971868509,Spirit,1600,902.3577064702788,1901,952,mid
3005970438,Spirit,6400,1826.8351822503962,631,324,late
3028234315,Vitality,6400,1943.0918580375783,958,575,late
3074274290,Vitality,1600,552.4879240943071,3478,1645,early
3077079169,Weapon,800,106.38169936509752,69932,21520,early
3140772621,Vitality,3200,1619.0345217883419,1767,1193,late
3144988365,Spirit,3200,1460.7910447761194,134,101,late
3261353684,Spirit,3200,1453.983368612035,3307,1630,late
3270001687,Vitality,3200,1421.9722222222222,360,243,late
3294954488,Weapon,3200,1275.6559792027729,1154,669,late
3331811235,Weapon,1600,731.8520710059172,169,87,mid
3357231760,Vitality,6400,2118.813953488372,1677,1311,late
3361075077,Vitality,1600,1135.244630071599,838,464,mid
3361811174,Vitality,6400,2349.1875,48,42,late
3399065363,Vitality,800,740.1449654552144,48922,17166,mid
3403085434,Weapon,1600,905.7112633265205,18103,6322,mid
3491236900,Vitality,6400,2023.1307755775576,2424,1762,late
3577481646,Spirit,6400,1814.0,38,30,late
3585132399,Vitality,3200,1052.348465951609,4009,1922,mid
3633614685,Vitality,800,669.0301695452384,31555,12279,mid
3647584222,Weapon,1600,1102.3225806451612,31,23,mid
3696726732,Weapon,3200,1343.4778492995079,2641,1393,late
3731635960,Vitality,3200,1415.4898667562422,8931,5233,late
3791587546,Weapon,3200,1185.7908287683335,56590,18563,mid
3812615317,Spirit,6400,1458.1944444444443,36,27,late
3862866912,Weapon,800,155.74119241192412,738,409,early
3884003354,Weapon,6400,1834.606649060121,6437,3356,late
3919289022,Spirit,6400,1527.6462262038074,44650,15507,late
3970837787,Vitality,1600,870.2398337785693,10107,4348,mid
3977876567,Weapon,1600,634.6427521993876,56493,18281,mid
4053935515,Weapon,3200,980.3507109004739,1055,463,mid
4075861416,Weapon,3200,1527.7402597402597,77,58,late
4104549924,Weapon,1600,791.465626523647,2051,879,mid
4139877411,Vitality,800,559.7533082133405,44586,15939,early
