item_id,category,price,avg_buy_time_s,matches,players,phase
7409189,Spirit,1600,956.5467773688265,11683,5030,mid
26002154,Weapon,1600,672.9742489270386,233,103,mid
84321454,Spirit,1600,1002.4435695538058,381,128,mid
98582110,Weapon,1600,648.5877392889699,4388,1847,mid
112198670,Vitality,1600,867.273070053582,5039,2784,mid
334300056,Vitality,3200,1301.3710100773378,42670,12505,late
339443430,Weapon,6400,2330.972972972973,37,34,late
343572757,Spirit,6400,1957.8962734897548,9419,4464,late
365620721,Weapon,6400,1745.1110402042118,3134,1371,late
380806748,Spirit,1600,1273.6283077937057,30345,11235,late
381961617,Weapon,1600,957.3272727272728,55,27,mid
393974127,Weapon,1600,614.2330359724115,48426,13502,mid
395867183,Weapon,1600,493.1381752156151,11015,3846,early
395944548,Spirit,3200,1292.1224489795918,49,36,late
465043967,Spirit,800,657.6916666666667,120,70,mid
493591231,Spirit,6400,2009.925732217573,956,550,late
499683006,Vitality,1600,1300.8125,560,311,late
600033864,Vitality,3200,1409.3389830508474,59,48,late
619484391,Spirit,3200,1326.9285243741765,3036,1642,late
630839635,Spirit,6400,1442.6887226817225,47999,15029,late
668299740,Weapon,800,603.4794520547945,146,107,mid
673001892,Weapon,6400,2358.6018518518517,108,97,late
677738769,Spirit,6400,2308.4470588235295,170,123,late
690458959,Weapon,3200,1106.3509422304603,3237,1013,mid
709540378,Weapon,3200,597.6001281054124,21857,8033,early
710436191,Weapon,6400,1405.84375,64,29,late
754480263,Spirit,800,1078.1635529334644,42714,14342,mid
787198704,Spirit,3200,1646.0356347438753,449,238,late
800008313,Weapon,6400,1647.2388059701493,67,45,late
805079544,Vitality,1600,894.8046198267565,1039,760,mid
811521119,Weapon,3200,1059.631067961165,103,51,mid
857669956,Vitality,1600,1362.812658227848,790,570,late
865846625,Vitality,6400,2130.5851063829787,564,353,late
865958998,Vitality,3200,874.1066877048186,16478,6246,mid
876563814,Vitality,1600,1268.9769475357712,6290,2944,late
915014646,Spirit,6400,1977.0182812416233,18653,8315,late
951866250,Vitality,6400,1956.0997792494481,4530,2585,late
968099481,Spirit,800,686.1718270999387,13048,5557,mid
1009965641,Weapon,800,254.7723840649124,35494,12317,early
1047818222,Vitality,1600,1773.8987284287011,2202,1466,late
1055679805,Vitality,6400,1962.7222222222222,54,33,late
1102081447,Spirit,1600,1350.149076976663,2871,1278,late
1113837674,Weapon,6400,2024.9693333333332,2250,1350,late
1144549437,Weapon,1600,1080.4363636363637,385,223,mid
1150006784,Spirit,1600,710.759175336695,15667,6382,mid
1152158042,Spirit,6400,1787.402330452998,15276,6898,late
1193964439,Spirit,3200,1610.744814884019,37463,13403,late
1219329868,Spirit,1600,1342.3624454148471,229,161,late
1235347618,Vitality,1600,563.645228895147,15269,5906,early
1250307611,Vitality,6400,2163.8651515151514,1320,964,late
1252627263,Vitality,3200,1167.9027777777778,72,44,mid
1254091416,Spirit,3200,1361.2217816173347,7061,3613,late
1282141666,Vitality,6400,1888.7312424189915,5771,2891,late
1292979587,Spirit,3200,1607.4154175588865,934,512,late
1342610602,Weapon,800,472.05783582089555,536,319,early
1371725689,Vitality,6400,1725.360253365004,1263,666,late
1378931225,Vitality,3200,1651.0909433962265,2650,1861,late
1396247347,Weapon,6400,2049.056569343066,548,332,late
1414025773,Vitality,3200,1438.3146179147861,13073,5960,late
1414319208,Weapon,3200,1500.5,32,28,late
1437614329,Vitality,800,440.2086330935252,139,90,early
1439347412,Spirit,800,649.7371794871794,156,92,mid
1548066885,Weapon,800,638.2808510638298,235,136,mid
1644605047,Vitality,1600,1139.0441227562246,8635,4400,mid
1662311306,Vitality,6400,1956.635535307517,878,702,late
1672893796,Vitality,800,567.0346188543076,8868,4480,early
1710079648,Vitality,800,256.5259040333797,5752,3285,early
1763073141,Weapon,1600,1072.2671232876712,146,67,mid
1770441818,Weapon,1600,1237.3080283997815,34789,11162,late
1797283378,Vitality,6400,1888.230909090909,2200,1188,late
1798666702,Weapon,3200,1415.4321608040202,398,201,late
1804594021,Vitality,3200,1385.186746987952,166,122,late
1813726886,Spirit,1600,910.928540704307,53471,15780,mid
1925087134,Spirit,1600,1358.2818791946308,298,222,late
1932939246,Weapon,3200,1241.6952660094146,22518,8537,late
1955841979,Vitality,6400,2165.9996265870054,2678,1859,late
1976391348,Spirit,1600,871.8515789473685,950,389,mid
1998374645,Spirit,800,735.0729785763649,7235,2520,mid
2010028405,Weapon,800,110.37454138121367,61598,15675,early
2037039379,Vitality,6400,2064.7959073774905,1857,1188,late
2059712766,Vitality,1600,793.7120651369356,1351,707,mid
2061878743,Spirit,3200,1413.9446877160635,4339,2452,late
2064029594,Weapon,1600,355.27483641802206,53490,14568,early
2081037738,Spirit,1600,1433.3137263376263,23138,9326,late
2095565695,Weapon,3200,1111.2718446601941,309,122,mid
2108215830,Weapon,3200,1362.6969696969697,99,71,late
2121044373,Spirit,3200,1356.5098634294386,7908,2635,late
