item_id,category,price,avg_buy_time_s,matches,players,phase
7409189,Spirit,1600,494.60424666817255,48697,12282,early
26002154,Weapon,1600,697.8867924528302,53,42,mid
84321454,Spirit,1600,1072.372582392078,25852,7224,mid
112198670,Vitality,1600,991.6750400855158,1871,999,mid
334300056,Vitality,3200,1466.3597285067874,1326,712,late
339443430,Weapon,6400,2032.5873015873017,63,36,late
343572757,Spirit,6400,1829.2116306954435,1668,674,late
365620721,Weapon,6400,1679.629234629862,3188,1568,late
380806748,Spirit,1600,1293.8462543554008,2296,1074,late
381961617,Weapon,1600,787.425790754258,822,240,mid
393974127,Weapon,1600,924.4551440329218,1215,448,mid
395867183,Weapon,1600,846.9447084233261,2315,756,mid
465043967,Spirit,800,523.64,25,23,early
493591231,Spirit,6400,1634.4774140074596,2413,1070,late
499683006,Vitality,1600,1465.5955648748252,15738,5314,late
600033864,Vitality,3200,1237.15,140,57,late
619484391,Spirit,3200,1435.2371541501977,253,143,late
630839635,Spirit,6400,1686.632612966601,1018,515,late
668299740,Weapon,800,733.5002358907826,33914,9617,mid
673001892,Weapon,6400,2253.2104689203925,917,573,late
690458959,Weapon,3200,1251.8714285714286,70,32,late
709540378,Weapon,3200,750.4305239179954,439,182,mid
710436191,Weapon,6400,1890.9565217391305,23,16,late
754480263,Spirit,800,1040.3445096395642,1193,530,mid
787198704,Spirit,3200,706.7474115394907,48581,12317,mid
800008313,Weapon,6400,1551.5714285714287,21,17,late
805079544,Vitality,1600,1009.9431438127091,299,209,mid
811521119,Weapon,3200,1443.7291666666667,48,33,late
857669956,Vitality,1600,1226.9344262295083,732,391,late
865846625,Vitality,6400,1883.6723364044412,8466,3537,late
865958998,Vitality,3200,1034.264705882353,102,42,mid
876563814,Vitality,1600,1523.9601473543203,11944,4777,late
915014646,Spirit,6400,1999.8676703645008,1262,664,late
951866250,Vitality,6400,1840.635149992147,6367,2901,late
968099481,Spirit,800,311.55578275293675,47927,12269,early
989206714,Weapon,3200,1551.8986285032797,10062,3425,late
1009965641,Weapon,800,250.26569506726457,1784,755,early
1047818222,Vitality,1600,1772.1057631412286,3158,1853,late
1055679805,Vitality,6400,1769.7142317142318,5291,1810,late
1102081447,Spirit,1600,1028.7738339689058,3409,1275,mid
1113837674,Weapon,6400,2079.0107671601613,1486,761,late
1144549437,Weapon,1600,1038.6337662337662,770,342,mid
1150006784,Spirit,1600,795.9865771812081,149,94,mid
1152158042,Spirit,6400,1946.1157024793388,121,94,late
1193964439,Spirit,3200,1644.0976744186046,860,463,late
1219329868,Spirit,1600,803.293023255814,215,90,mid
1235347618,Vitality,1600,829.6842431761787,1612,892,mid
1250307611,Vitality,6400,2147.087762669963,809,465,late
1252627263,Vitality,3200,1273.6363636363637,22,18,late
1254091416,Spirit,3200,1492.0199296600235,853,530,late
1282141666,Vitality,6400,2049.1295546558704,494,319,late
1292979587,Spirit,3200,1249.1313633703921,3418,1529,late
1342610602,Weapon,800,337.26666666666665,75,60,early
1378931225,Vitality,3200,1653.091846298032,2134,1484,late
1396247347,Weapon,6400,1936.471464019851,4836,2290,late
1409190604,Vitality,3200,1535.758865248227,141,88,late
1414025773,Vitality,3200,1139.3220054021278,36282,10286,mid
1427630806,Vitality,6400,1860.0961538461538,52,28,late
1437614329,Vitality,800,660.9302325581396,43,38,mid
1439347412,Spirit,800,337.18666666666667,300,114,early
1548066885,Weapon,800,1117.2837335749887,11035,3719,mid
1644605047,Vitality,1600,1333.1428372933167,7197,3134,late
1662311306,Vitality,6400,1838.6494522691705,639,382,late
1672893796,Vitality,800,964.3903235381418,3369,1701,mid
1710079648,Vitality,800,323.037260151718,4482,2147,early
1763073141,Weapon,1600,997.513199288743,7311,2927,mid
1770441818,Weapon,1600,1580.332108535896,3538,1597,late
1798666702,Weapon,3200,1293.062893081761,159,58,late
1804594021,Vitality,3200,1242.051930758988,751,380,late
1813726886,Spirit,1600,1112.1790450928381,754,403,mid
1925087134,Spirit,1600,984.0079185520362,1768,830,mid
1932939246,Weapon,3200,1157.5189421015011,6995,2348,mid
1955841979,Vitality,6400,2073.4521687462866,1683,1173,late
1998374645,Spirit,800,441.1481071284736,9932,3133,early
2010028405,Weapon,800,158.45707317073172,2050,781,early
2037039379,Vitality,6400,2088.7224137931034,580,328,late
2059712766,Vitality,1600,827.5,44,36,mid
2061878743,Spirit,3200,1323.0643171806166,1135,635,late
2064029594,Weapon,1600,333.3153663207964,47513,12289,early
2081037738,Spirit,1600,1311.5764770844837,3622,1364,late
2095565695,Weapon,3200,1211.7826086956522,23,17,late
2108215830,Weapon,3200,1343.875106202209,1177,441,late
2121044373,Spirit,3200,1394.2591084876858,4913,2028,late
2142980412,Spirit,6400,1634.6910569105692,123,53,late
2152872419,Weapon,3200,1205.909232856375,39067,10644,late
2163598980,Vitality,3200,1711.3712674187127,3014,1695,late
2221211450,Weapon,6400,1907.426724137931,1624,805,late
2226497419,Weapon,6400,1752.8064944581845,21834,7094,late
2356412290,Weapon,1600,1293.0958559875726,21887,6218,late
2407033488,Weapon,1600,1003.5375722543353,692,356,mid
2407781327,Vitality,6400,1775.0333333333333,30,24,late
2417568017,Spirit,6400,1756.5114942528735,174,102,late
2447176615,Vitality,1600,911.5761202185793,18300,5351,mid
2462046703,Spirit,800,142.01394169835234,789,310,early
2463960640,Weapon,3200,1644.878661087866,239,177,late
2480592370,Weapon,6400,1940.075378346915,3436,1512,late
2481177645,Weapon,3200,1139.076923076923,26,18,mid
2519598785,Spirit,6400,1616.772283359535,20991,7409,late
2533252781,Spirit,6400,1955.973372781065,1014,639,late
2566692615,Vitality,1600,1297.4310344827586,116,64,late
2603935618,Vitality,1600,931.9226525313717,9244,3258,mid
2617435668,Spirit,6400,1943.0545454545454,440,294,late
2678489038,Weapon,3200,1457.6387987012988,1232,482,late
2717651715,Spirit,3200,1530.3859296482412,3980,1734,late
2739107182,Weapon,3200,1242.7995196156926,37470,9836,late
2800629741,Spirit,6400,1319.5659163987139,311,112,late
2820116164,Vitality,6400,1897.1746031746031,378,181,late
2829638276,Vitality,800,213.51383253412024,5422,2357,early
2922054143,Spirit,800,616.9000884173298,1131,606,mid
2947183272,Spirit,3200,1367.1130434782608,115,49,late
2951612397,Spirit,1600,1270.6933638443936,3059,1424,late
2956256701,Vitality,3200,1311.2105263157894,57,35,late
2971868509,Spirit,1600,1060.6885308784042,2607,1012,mid
3005970438,Spirit,6400,1839.8690319754708,2283,1005,late
3028234315,Vitality,6400,2181.5454545454545,33,32,late
3074274290,Vitality,1600,540.2683171210286,23953,6726,early
3077079169,Weapon,800,121.66416394855068,48747,12480,early
3140772621,Vitality,3200,1688.7407407407406,378,297,late
3144988365,Spirit,3200,1059.4525,400,179,mid
3261353684,Spirit,3200,1538.6305848165637,2753,1200,late
3270001687,Vitality,3200,1423.6756425948593,1634,759,late
3294954488,Weapon,3200,1489.6291666666666,240,135,late
3331811235,Weapon,1600,910.865604716841,40366,11087,mid
3357231760,Vitality,6400,2060.8234790059983,2334,1292,late
3361075077,Vitality,1600,1439.6792452830189,53,46,late
3361811174,Vitality,6400,2332.992366412214,131,101,late
3399065363,Vitality,800,545.5767389068209,28193,8097,early
3403085434,Weapon,1600,1029.164897556159,4051,1323,mid
